73,60.303,1.4132,0.64874
74,59.973,1.3583,0.63599
75,59.373,1.5036,0.6325
76,59.094,1.4417,0.62617
77,58.706,1.5549,0.62323
78,58.566,1.4858,0.61914
79,57.65,1.4893,0.61767
80,57.136,1.4768,0.60801
81,57.196,1.5552,0.60258
82,57.415,1.6026,0.60322
83,56.995,1.496,0.60553
84,56.706,1.4687,0.6011
85,55.273,1.4208,0.59805
86,56.045,1.5385,0.58294
87,54.53,1.4862,0.59107
88,54.482,1.5387,0.57511
89,53.305,1.4666,0.5746
90,53.817,1.5582,0.56218
91,52.831,1.5787,0.56758
92,52.731,1.5176,0.55718
93,52.876,1.5138,0.55613
94,51.357,1.4386,0.55766
95,51.364,1.4295,0.54163
96,51.258,1.4661,0.54171
97,50.357,1.4362,0.5406
98,50.22,1.4605,0.53109
99,49.232,1.4978,0.52965
100,48.838,1.4302,0.51923
101,48.471,1.4278,0.51507
102,48.704,1.4261,0.5112
103,48.122,1.3875,0.51366
104,46.963,1.453,0.50752
105,47.691,1.57,0.49529
106,45.579,1.536,0.50297
107,45.745,1.5258,0.4807
108,44.912,1.5989,0.48245
109,44.894,1.5729,0.47367
110,44.24,1.6969,0.47347
111,43.709,1.8147,0.46657
112,42.814,1.7013,0.46097
113,42.449,1.714,0.45154
114,42.494,1.7185,0.44769
115,41.613,1.651,0.44817
116,41.81,1.6534,0.43887
117,40.568,1.5728,0.44095
118,40.947,1.6959,0.42785
119,39.325,1.6313,0.43185
120,39.017,1.6258,0.41474
121,38.702,1.6659,0.4115
122,38.093,1.6821,0.40817
123,37.492,1.6186,0.40175
124,36.501,1.6009,0.39541
125,37.092,1.7558,0.38496
126,35.828,1.6844,0.3912
127,35.18,1.7194,0.37786
128,34.703,1.7286,0.37103
129,34.585,1.7655,0.366
130,33.598,1.7477,0.36475
131,33.588,1.7113,0.35434
132,32.728,1.8234,0.35424
133,32.874,1.8773,0.34517
134,31.252,1.8048,0.34671
135,31.035,1.9067,0.3296
136,30.107,1.9998,0.32731
137,30.64,2.0966,0.31752
138,28.995,2.0802,0.32314
139,28.852,2.2224,0.3058
140,28.498,2.3176,0.30429
141,27.814,2.3921,0.30055
142,26.725,2.4197,0.29335
143,26.364,2.4579,0.28186
144,26.146,2.5488,0.27804
145,25.775,2.5732,0.27575
146,25.385,2.576,0.27183
147,24.02,2.505,0.26773
148,23.99,2.5844,0.25333
149,23.689,2.5928,0.25301
150,22.963,2.6647,0.24984
151,21.826,2.5894,0.24218
152,21.412,2.5629,0.23019
153,20.934,2.5752,0.22582
154,20.461,2.6808,0.22078
155,19.798,2.8125,0.21579
156,19.577,2.9923,0.2088
157,19.442,3.1178,0.20647
158,18.462,3.1059,0.20505
159,17.912,3.2445,0.19471
160,17.553,3.3283,0.18891
161,16.974,3.4792,0.18512
162,16.458,3.605,0.17902
163,16.315,3.719,0.17357
164,15.258,3.7351,0.17206
165,15.172,3.9266,0.16092
166,14.574,4.0519,0.16002
167,14.021,4.1138,0.15371
168,13.815,4.348,0.14787
169,13.439,4.4284,0.1457
170,12.961,4.6679,0.14173
171,12.744,4.7657,0.13669
172,12.224,4.9188,0.13441
173,11.948,5.104,0.12892
174,11.443,5.1714,0.12601
175,11.341,5.3312,0.12068
176,11.076,5.3818,0.11961
177,10.681,5.5321,0.11681
178,10.456,5.6616,0.11265
179,9.9722,5.9277,0.11028
180,9.7959,6.3058,0.10517
181,9.505,6.5372,0.10331
182,9.4841,6.8764,0.10024
183,9.3089,7.0585,0.10002
184,9.152,7.3793,0.098176
185,8.9606,7.6678,0.096522
186,8.7677,7.8501,0.094503
187,8.64,8.1709,0.092469
188,8.6348,8.5063,0.091122
189,8.5357,8.7236,0.091067
190,8.6123,8.8752,0.090022
191,8.4417,9.1044,0.09083
192,8.4035,9.4324,0.08903
193,8.4717,9.7793,0.088628
194,8.6279,10.017,0.089347
195,8.6172,10.171,0.090995
196,8.8319,10.418,0.090881
197,9.0134,10.52,0.093145
198,9.1798,10.678,0.09506
199,9.6277,10.763,0.096814
200,9.7976,10.844,0.10154
201,10.251,10.923,0.10333
202,10.752,11.032,0.10811
203,11.311,10.987,0.11339
204,11.874,10.916,0.11929
205,12.7,10.936,0.12523
206,13.43,11.012,0.13394
207,14.538,10.952,0.14164
208,15.19,10.884,0.15333
209,16.489,10.822,0.1602
210,17.781,10.838,0.17391
211,19.164,10.704,0.18752
212,20.969,10.601,0.20211
213,22.433,10.414,0.22115
214,23.912,10.177,0.23659
215,26.116,10.112,0.25219
216,27.819,9.8719,0.27544
217,29.707,9.6586,0.29339
218,30.589,9.3739,0.31331
219,32.004,9.081,0.3226
220,33.749,8.8575,0.33753
221,35.188,8.5736,0.35593
222,36.727,8.3967,0.37111
223,38.142,8.1175,0.38734
224,39.779,7.9232,0.40227
225,40.642,7.5919,0.41953
226,40.922,7.2095,0.42863
227,41.775,6.839,0.43158
228,42.882,6.5541,0.44058
229,42.856,6.2509,0.45225
230,44.064,6.0414,0.45198
231,43.522,5.8076,0.46472
232,43.932,5.5641,0.459
233,45.358,5.4054,0.46333
234,44.556,5.1564,0.47837
235,45.663,4.9741,0.46991
236,44.213,4.6914,0.48158
237,45.339,4.5673,0.4663
238,45.02,4.44,0.47817
239,45.647,4.1238,0.4748
240,45.254,3.8534,0.48142
241,44.628,3.7958,0.47727
242,45.823,3.6696,0.47067
243,44.692,3.3952,0.48327
244,44.266,3.2149,0.47135
245,44.985,3.1977,0.46685
246,44.45,3.0076,0.47444
247,43.864,2.8598,0.46879
248,44.466,2.8484,0.46261
249,43.951,2.6983,0.46896
250,44.416,2.5676,0.46353
251,43.191,2.4394,0.46843
252,43.559,2.4909,0.45552
253,43.007,2.2932,0.45939
254,42.748,2.2357,0.45357
255,43.238,2.0918,0.45084
256,41.973,2.0575,0.45601
257,41.974,2.0066,0.44267
258,42.47,2.0187,0.44268
259,41.494,1.9549,0.44792
260,41.222,1.9739,0.43761
261,41.249,1.9721,0.43475
262,41.814,1.8995,0.43503
263,40.859,1.7976,0.44099
264,40.89,1.8243,0.43092
265,40.581,1.8576,0.43125
266,41.064,1.8558,0.42799
267,40.757,1.7622,0.43308
268,40.538,1.8132,0.42985
269,40.046,1.8096,0.42753
270,39.401,1.792,0.42235
271,39.129,1.7644,0.41554
272,38.672,1.806,0.41267
273,38.085,1.814,0.40786
274,39.05,1.877,0.40166
275,37.828,1.88,0.41184
276,38.068,1.956,0.39895
277,38.195,2.0348,0.40148
278,37.172,2.0711,0.40282
279,36.83,2.1738,0.39203
280,36.704,2.1534,0.38843
281,37.139,2.0912,0.38709
282,35.688,1.9594,0.39168
283,35.983,1.9774,0.37639
284,35.087,1.9193,0.37949
285,34.896,1.9205,0.37005
286,35.432,1.9883,0.36803
287,34.997,2.0649,0.37368
288,34.164,2.0788,0.3691
289,33.912,2.0058,0.36031
290,34.237,2.0716,0.35765
291,32.76,2.0101,0.36108
292,33.253,2.0902,0.34551
293,32.476,2.0982,0.3507
294,32.27,2.1097,0.34251
295,31.771,2.1042,0.34034
296,32.002,2.0401,0.33507
297,30.668,1.935,0.33751
298,30.555,2.0298,0.32344
299,30.723,2.0521,0.32225
300,29.753,2.0695,0.32402
301,29.84,2.1948,0.31379
302,29.853,2.3216,0.31471
303,29.303,2.3004,0.31485
304,28.794,2.3243,0.30905
305,28.826,2.3954,0.30367
306,27.897,2.4035,0.30401
307,27.845,2.4328,0.29421
308,26.898,2.5035,0.29367
309,26.542,2.4371,0.28368
310,26.602,2.5201,0.27993
311,25.904,2.4922,0.28056
312,25.744,2.5293,0.2732
313,25.026,2.5753,0.27151
314,25.073,2.5386,0.26394
315,24.303,2.5727,0.26443
316,24.076,2.6212,0.25631
317,24.157,2.63,0.25391
318,23.111,2.5172,0.25477
319,23.043,2.5065,0.24374
320,22.335,2.4567,0.24302
321,21.873,2.5089,0.23555
322,21.254,2.5387,0.23069
323,20.894,2.5986,0.22415
324,20.833,2.7755,0.22036
325,20.604,2.893,0.21971
326,20.168,2.9129,0.2173
327,19.989,2.9481,0.2127
328,19.462,3.0587,0.21082
329,18.964,3.0834,0.20526
330,18.85,3.1718,0.2
331,18.222,3.1397,0.1988
332,17.489,3.1996,0.19218
333,17.294,3.2858,0.18445
334,17.057,3.3154,0.1824
335,16.928,3.3983,0.17989
336,16.512,3.5665,0.17853
337,16.08,3.7687,0.17414
338,15.699,3.7585,0.16959
339,15.443,3.8927,0.16557
340,14.803,3.9852,0.16286
341,14.734,4.1468,0.15612
342,14.544,4.285,0.15539
343,13.844,4.443,0.15339
344,13.882,4.6309,0.14601
345,13.215,4.7719,0.1464
346,13.044,4.9722,0.13937
347,12.857,5.1029,0.13757
348,12.192,5.2025,0.1356
349,12.373,5.4679,0.12858
350,11.945,5.5129,0.13049
351,11.845,5.7693,0.12598
352,11.382,5.946,0.12493
353,11.059,6.1193,0.12004
354,11.057,6.3548,0.11663
355,10.697,6.5001,0.11661
356,10.601,6.794,0.11282
357,10.445,6.9925,0.1118
358,10.08,7.2448,0.11015
359,9.9643,7.5531,0.10631
360,9.977,7.7506,0.10509
361,10.003,7.9888,0.10522
362,9.8623,8.1031,0.10549
363,9.6032,8.2317,0.10401
364,9.6722,8.4382,0.10128
365,9.6652,8.6264,0.10201
366,9.7178,8.8555,0.10193
367,9.8055,8.9914,0.10249
368,9.8649,9.1305,0.10341
369,10.013,9.1889,0.10404
370,10.144,9.3847,0.1056
371,10.31,9.484,0.10699
372,10.651,9.6348,0.10874
373,11.01,9.8275,0.11233
374,11.285,9.8969,0.11611
375,11.67,9.993,0.11902
376,12.374,10.155,0.12308
377,12.738,10.153,0.1305
378,13.402,10.216,0.13435
379,14.476,10.215,0.14134
380,15.486,10.26,0.15267
381,16.123,10.16,0.16332
382,17.489,10.148,0.17004
383,18.924,10.044,0.18444
384,20.009,9.9041,0.19958
385,22.003,9.7822,0.21102
386,23.934,9.5543,0.23206
387,25.738,9.3029,0.25242
388,27.154,9.1362,0.27144
389,29.117,8.9432,0.28638
390,31.657,8.811,0.30708
391,33.234,8.5009,0.33387
392,35.421,8.1465,0.35051
393,37.272,7.8402,0.37357
394,38.858,7.4916,0.39309
395,41.002,7.2469,0.40982
396,41.989,6.9817,0.43242
397,43.629,6.7299,0.44284
398,45.139,6.4943,0.46013
399,46.881,6.1875,0.47606
400,48.068,5.9106,0.49443
401,50.19,5.7442,0.50695
402,50.861,5.4162,0.52933
403,51.85,5.0821,0.53641
404,51.988,4.7665,0.54683
405,53.416,4.5439,0.5483
406,53.602,4.3278,0.56335
407,54.696,4.0758,0.56532
408,55.509,3.763,0.57686
409,55.678,3.5537,0.58542
410,56.698,3.3801,0.58721
411,57.23,3.2161,0.59797
412,57.382,3.0284,0.60358
413,57.329,2.8171,0.60518
414,58.646,2.646,0.60462
415,58.688,2.421,0.61851
416,58.671,2.2947,0.61895
417,59.177,2.1829,0.61878
418,58.522,2.1052,0.62411
419,59.93,2.0355,0.6172
420,60.079,1.8826,0.63206
421,59.87,1.872,0.63363
422,59.4,1.7258,0.63142
423,59.578,1.7237,0.62646
424,60.118,1.7523,0.62835
425,60.135,1.6761,0.63404
426,59.937,1.6609,0.63421
427,61.201,1.628,0.63213
428,59.999,1.5884,0.64545
429,61.18,1.671,0.63278
430,60.762,1.5049,0.64523
431,61.327,1.5741,0.64083
432,61.165,1.5192,0.64678
433,61.265,1.549,0.64508
434,61.694,1.5835,0.64613
435,61.776,1.6293,0.65065
436,61.619,1.6636,0.65152
437,61.451,1.5444,0.64986
438,60.658,1.5046,0.64809
439,61.485,1.6447,0.63973
440,60.963,1.6768,0.64845
441,61.227,1.6229,0.64294
442,61.571,1.6677,0.64573
443,61.324,1.5811,0.64936
444,61.475,1.5451,0.64675
445,61.151,1.6274,0.64835
446,61.369,1.6818,0.64493
447,61.702,1.6613,0.64723
448,61.663,1.7117,0.65074
449,62.103,1.7417,0.65033
450,62.39,1.6833,0.65497
451,61.387,1.5973,0.658
452,61.848,1.6548,0.64741
453,61.426,1.599,0.65228
454,61.515,1.537,0.64783
455,61.846,1.514,0.64876
456,61.633,1.5677,0.65226
457,61.42,1.5286,0.65001
458,60.845,1.4834,0.64776
459,61.72,1.4977,0.6417
460,61.074,1.4799,0.65093
461,61.763,1.5614,0.64411
462,61.534,1.5063,0.65138
463,61.948,1.5183,0.64897
464,61.178,1.5511,0.65334
465,61.261,1.6364,0.64522
466,61.268,1.5381,0.64609
467,60.922,1.498,0.64616
468,61.077,1.5036,0.64251
469,60.965,1.5786,0.64415
470,60.864,1.4417,0.64297
471,60.897,1.4647,0.64191
472,60.159,1.4492,0.64225
473,60.063,1.5147,0.63447
474,60.449,1.4548,0.63345
475,59.961,1.4636,0.63752
476,59.843,1.551,0.63238
477,60.444,1.6127,0.63113
478,60.432,1.5996,0.63747
479,60.227,1.5474,0.63735
480,59.465,1.5226,0.63518
481,58.929,1.4855,0.62715
482,59.941,1.5353,0.62149
483,59.691,1.4855,0.63216
484,59.327,1.4279,0.62953
485,59.049,1.4409,0.6257
486,58.664,1.5144,0.62276
487,57.996,1.4829,0.6187
488,58.851,1.4626,0.61166
489,57.968,1.398,0.62067
490,57.387,1.489,0.61136
491,57.948,1.5713,0.60524
492,57.671,1.5171,0.61114
493,57.109,1.4052,0.60823
494,57.203,1.5513,0.6023
495,56.421,1.5128,0.6033
496,56.219,1.5246,0.59504
497,57.05,1.5654,0.59291
498,56.227,1.6076,0.60168
499,55.716,1.5236,0.593
500,56.692,1.5971,0.58761
501,56.185,1.6159,0.5979
502,55.865,1.6052,0.59255
503,55.022,1.5994,0.58918
504,54.756,1.5679,0.58029
505,54.715,1.5418,0.57749
506,54.437,1.4966,0.57705
507,54.012,1.414,0.57412
508,53.115,1.4311,0.56963
509,54.18,1.5278,0.56017
510,53.433,1.5075,0.57141
511,52.722,1.4304,0.56353
512,52.956,1.4495,0.55603
513,52.887,1.5026,0.5585
514,52.967,1.5214,0.55777
515,52.749,1.5326,0.55862
516,51.762,1.5066,0.55631
517,51.491,1.4819,0.54591
518,51.091,1.4435,0.54305
519,51.022,1.5612,0.53883
520,49.978,1.5669,0.5381
521,49.726,1.6189,0.5271
522,49.856,1.6895,0.52443
523,49.918,1.7232,0.5258
524,48.682,1.6602,0.52646
525,48.289,1.6535,0.51342
526,49.031,1.7184,0.50928
527,48.019,1.6176,0.51711
528,47.308,1.5848,0.50643
529,46.466,1.573,0.49893
530,46.891,1.6999,0.49006
531,46.54,1.6641,0.49453
532,45.654,1.6525,0.49084
533,45.661,1.6582,0.48149
534,46.023,1.6772,0.48156
535,45.088,1.6218,0.48538
536,44.058,1.5634,0.47552
537,44.772,1.6725,0.46466
538,44.283,1.6641,0.47219
539,43.164,1.7443,0.46703
540,43.227,1.8014,0.45523
541,43.36,1.7803,0.45589
542,42.07,1.7812,0.4573
543,41.559,1.8319,0.44369
544,41.612,1.8058,0.4383
545,41.189,1.7658,0.43886
546,40.119,1.8028,0.4344
547,39.654,1.7693,0.42312
548,40.194,1.8487,0.41821
549,38.863,1.8647,0.4239
550,38.142,1.7799,0.40987
551,37.765,1.7689,0.40227
552,37.669,1.7634,0.39829
553,37.35,1.8787,0.39727
554,37.387,1.8716,0.39391
555,36.697,1.8743,0.3943
556,36.047,1.8448,0.38703
557,35.066,1.903,0.38017
558,35.195,1.8986,0.36983
559,35.137,1.9071,0.37118
560,34.52,1.9504,0.37057
561,34.211,1.8955,0.36407
562,33.323,1.8143,0.36081
563,32.352,1.8123,0.35144
564,32.613,1.9086,0.3412
565,31.664,1.8842,0.34395
566,31.389,1.9503,0.33395
567,30.347,2.0496,0.33104
568,30.376,2.0632,0.32006
569,30.473,2.0393,0.32036
570,29.36,1.9972,0.32138
571,29.502,1.9624,0.30965
572,28.889,2.0096,0.31114
573,28.118,1.9919,0.30468
574,27.787,1.9451,0.29654
575,27.801,2.0319,0.29305
576,27.388,2.0107,0.2932
577,26.48,2.0074,0.28885
578,26.851,2.1749,0.27927
579,26.067,2.115,0.28318
580,25.231,2.1767,0.27491
581,24.562,2.2188,0.2661
582,24.199,2.2667,0.25905
583,23.673,2.2751,0.25521
584,23.916,2.3593,0.24966
585,22.75,2.3118,0.25223
586,22.256,2.5139,0.23993
587,22.286,2.698,0.23472
588,21.914,2.6098,0.23504
589,21.326,2.6561,0.23112
590,20.566,2.6537,0.22492
591,20.182,2.6889,0.2169
592,19.697,2.8074,0.21285
593,19.436,2.9483,0.20774
594,19.093,2.9984,0.20498
595,18.474,3.0638,0.20136
596,18.033,3.1294,0.19484
597,17.701,3.1479,0.19019
598,17.156,3.2511,0.18669
599,16.581,3.3297,0.18094
600,16.135,3.4268,0.17487
601,16.148,3.4856,0.17017
602,15.613,3.4676,0.1703
603,15.124,3.5949,0.16467
604,14.724,3.6997,0.15951
605,14.54,3.8776,0.15528
606,14.152,4.0528,0.15334
607,13.761,4.2275,0.14925
608,13.618,4.3027,0.14513
609,13.046,4.4229,0.14362
610,12.505,4.655,0.13759
611,12.257,4.8377,0.13189
612,11.892,5.1396,0.12927
613,11.469,5.3027,0.12541
614,11.578,5.58,0.12096
615,11.231,5.7263,0.12211
616,10.78,5.9252,0.11845
617,10.738,6.1718,0.11369
618,10.163,6.3111,0.11324
619,10.226,6.6313,0.10719
620,9.8039,6.8113,0.10785
621,9.6792,7.0966,0.1034
622,9.5499,7.238,0.10208
623,9.3404,7.4322,0.10072
624,9.1689,7.7381,0.098508
625,8.9688,7.9454,0.0967
626,9.0316,8.1535,0.09459
627,8.9261,8.3653,0.095252
628,8.7801,8.5084,0.094139
629,8.8738,8.847,0.092599
630,8.7605,9.047,0.093588
631,8.7794,9.2341,0.092393
632,8.8911,9.4333,0.092592
633,8.9976,9.7129,0.09377
634,9.1774,9.9714,0.094893
635,9.3185,10.018,0.096789
636,9.3702,10.167,0.098277
637,9.7762,10.327,0.098823
638,10.068,10.463,0.1031
639,10.44,10.668,0.10619
640,10.94,10.797,0.11011
641,11.202,10.852,0.11538
642,11.851,10.936,0.11814
643,12.563,10.971,0.12499
644,13.683,11.03,0.1325
645,14.297,11.011,0.14431
646,15.545,10.87,0.15078
647,16.442,10.81,0.16394
648,18.3,10.747,0.17341
649,18.946,10.545,0.193
650,20.673,10.478,0.19981
651,22.747,10.397,0.21803
652,24.93,10.183,0.23991
653,26.025,9.9628,0.26293
654,28.435,9.8544,0.27447
655,29.745,9.6571,0.29989
656,31.739,9.3263,0.3137
657,33.816,9.1317,0.33473
658,35.124,8.7508,0.35665
659,36.971,8.4281,0.37043
660,38.817,8.2312,0.38991
661,39.947,7.9486,0.40938
662,41.655,7.7245,0.4213
663,43.201,7.5607,0.43931
664,43.913,7.2196,0.45562
665,44.57,6.8777,0.46312
666,46.354,6.6824,0.47005
667,47.309,6.3796,0.48887
668,47.743,6.1053,0.49894
669,47.761,5.722,0.50352
670,48.403,5.5829,0.50372
671,50.302,5.3164,0.51049
672,50.219,5.0677,0.53051
673,51.031,4.8595,0.52964
674,50.59,4.5982,0.5382
675,50.555,4.3281,0.53354
676,50.848,4.1417,0.53318
677,51.278,3.7893,0.53627
678,51.228,3.689,0.5408
679,51.501,3.476,0.54028
680,50.784,3.2824,0.54315
681,51.688,3.2076,0.53559
682,52.21,3.071,0.54513
683,51.43,2.883,0.55063
684,50.957,2.7453,0.54241
685,51.081,2.5525,0.53742
686,52.344,2.5046,0.53873
687,51.018,2.3451,0.55204
688,51.667,2.3347,0.53806
689,51.241,2.3127,0.54491
690,50.531,2.1663,0.54041
691,51.801,2.2027,0.53292
692,51.809,2.0249,0.54632
693,49.982,1.8532,0.5464
694,50.85,1.8912,0.52713
695,51.665,1.931,0.53629
696,49.893,1.7345,0.54489
697,51.285,1.8053,0.5262
698,51.354,1.7338,0.54087
699,50.962,1.71,0.54161
700,49.889,1.6334,0.53747
701,49.357,1.6921,0.52616
702,50.405,1.7581,0.52054
703,49.39,1.6487,0.5316
704,49.386,1.5997,0.52089
705,49.517,1.6087,0.52085
706,50.154,1.6169,0.52223
707,48.811,1.5065,0.52895
708,49.054,1.5075,0.51478
709,48.291,1.5877,0.51735
710,48.858,1.6749,0.5093
711,49.392,1.7121,0.51528
712,48.418,1.5932,0.52091
713,49.358,1.6512,0.51064
714,48.702,1.6322,0.52055
715,48.725,1.6684,0.51364
716,47.567,1.5672,0.51388
717,47.707,1.5808,0.50167
718,47.532,1.5238,0.50314
719,48.143,1.6231,0.5013
720,46.558,1.6195,0.50774
721,47.352,1.6285,0.49103
722,47.232,1.6186,0.4994
723,46.443,1.527,0.49813
724,46.437,1.6749,0.48981
725,45.677,1.7118,0.48975
726,46.619,1.7555,0.48173
727,46.276,1.6678,0.49166
728,46.022,1.6107,0.48805
729,45.214,1.5682,0.48537
730,45.372,1.595,0.47685
731,44.456,1.4845,0.47852
732,44.307,1.53,0.46886
733,44.374,1.5527,0.46728
734,43.682,1.4601,0.46799
735,44.34,1.5594,0.4607
736,42.964,1.4822,0.46763
737,43.613,1.5973,0.45312
738,42.974,1.6549,0.45996
739,43.002,1.5985,0.45322
740,43.437,1.7008,0.45353
741,42.567,1.6687,0.45811
742,42.667,1.6636,0.44893
743,41.727,1.7016,0.44999
744,42.066,1.6696,0.44007
745,41.604,1.7307,0.44365
746,40.533,1.816,0.43878
747,40.547,1.7818,0.42749
748,40.334,1.8914,0.42763
749,39.603,1.8074,0.42538
750,39.875,1.9107,0.41767
751,39.316,1.8937,0.42054
752,39.535,2.001,0.41464
753,38.575,1.8625,0.41696
754,38.509,1.8089,0.40683
755,38.806,1.8735,0.40614
756,37.643,1.8198,0.40927
757,38.063,1.8957,0.397
758,36.902,1.862,0.40144
759,37.475,1.8403,0.38918
760,36.621,1.7454,0.39523
761,35.687,1.7464,0.38623
762,35.394,1.8074,0.37637
763,34.919,1.8501,0.37329
764,34.721,1.8409,0.36828
765,35.296,1.9041,0.36619
766,34.125,1.823,0.37225
767,34.59,1.9106,0.3599
768,33.54,1.91,0.36481
769,32.852,1.9508,0.35373
770,33.135,2.0662,0.34648
771,32.998,2.0968,0.34946
772,32.206,2.1345,0.34802
773,31.174,2.1995,0.33966
774,31.097,2.1779,0.32878
775,30.989,2.1341,0.32796
776,30.722,2.1437,0.32683
777,30.016,2.2565,0.32401
778,29.6,2.3123,0.31656
779,29.167,2.2757,0.31218
780,29.444,2.3822,0.30761
781,28.977,2.434,0.31053
782,27.602,2.4729,0.3056
783,27.183,2.4826,0.29111
784,26.721,2.6037,0.28669
785,27.327,2.6636,0.28181
786,25.776,2.6002,0.2882
787,25.823,2.5964,0.27184
788,26.15,2.6133,0.27234
789,25.406,2.6674,0.27579
790,25.311,2.6855,0.26794
791,23.783,2.6502,0.26694
792,24.105,2.7022,0.25083
793,23.46,2.6387,0.25423
794,22.751,2.7403,0.24742
795,22.549,2.9242,0.23994
796,21.891,2.9763,0.23781
797,21.608,3.0662,0.23088
798,21.429,3.0674,0.22789
799,21.014,3.0121,0.226
800,20.869,3.1174,0.22163
801,20.272,3.2094,0.2201
802,20.1,3.2483,0.2138
803,19.888,3.3025,0.21198
804,18.835,3.3035,0.20975
805,18.381,3.398,0.19864
806,18.713,3.6147,0.19385
807,17.664,3.7159,0.19736
808,17.369,3.7871,0.1863
809,17.322,3.9456,0.18319
810,16.78,4.0137,0.18268
811,16.933,4.1175,0.17697
812,16.593,4.1874,0.17859
813,15.887,4.1707,0.17499
814,15.684,4.1584,0.16755
815,15.227,4.2018,0.16541
816,15.073,4.3635,0.16059
817,14.782,4.4208,0.15897
818,14.164,4.6255,0.1559
819,14.134,4.8573,0.14939
820,14.167,4.9802,0.14907
821,13.541,5.0226,0.14941
822,13.199,5.238,0.14281
823,13.127,5.431,0.1392
824,13.009,5.5778,0.13844
825,12.935,5.7278,0.1372
826,12.304,5.9026,0.13642
827,12.435,6.2013,0.12977
828,12.404,6.4983,0.13115
829,12.17,6.6155,0.13082
830,12.08,6.6359,0.12835
831,11.805,6.8483,0.1274
832,11.746,7.0907,0.12451
833,11.753,7.3809,0.12388
834,11.94,7.4954,0.12395
835,11.943,7.6047,0.12592
836,11.928,7.8285,0.12595
837,12.07,8.0816,0.1258
838,11.996,8.2393,0.12729
839,12.171,8.4292,0.12651
840,12.709,8.6281,0.12836
841,12.945,8.5825,0.13403
842,13.257,8.6173,0.13652
843,13.729,8.7292,0.13981
844,13.864,8.8972,0.1448
845,14.856,8.902,0.14622
846,15.12,8.7995,0.15668
847,15.849,8.9335,0.15946
848,16.856,8.9041,0.16715
849,17.582,8.831,0.17777
850,18.913,8.8573,0.18542
851,20.179,8.8402,0.19946
852,20.792,8.7363,0.21282
853,22.546,8.7333,0.21929
854,23.599,8.6401,0.23778
855,25.449,8.4947,0.24888
856,27.467,8.3046,0.2684
857,29.107,8.0765,0.28968
858,31.039,7.9795,0.30698
859,33.285,7.6743,0.32735
860,34.951,7.5312,0.35105
861,36.093,7.3482,0.36861
862,39.03,7.1652,0.38066
863,41.073,6.9342,0.41163
864,42.551,6.7756,0.43318
865,44.308,6.434,0.44877
866,45.713,6.1904,0.46729
867,48.17,6.0191,0.48211
868,50.202,5.7633,0.50803
869,51.385,5.5259,0.52946
870,53.014,5.1955,0.54193
871,53.561,4.832,0.55911
872,55.584,4.6648,0.56489
873,56.723,4.403,0.58621
874,58.063,4.1432,0.59822
875,58.215,3.8528,0.61237
876,58.666,3.5682,0.61397
877,59.887,3.4193,0.61872
878,61.19,3.2137,0.6316
879,62.336,2.9762,0.64534
880,62.244,2.6613,0.65743
